,Embedded_text,dialect
110,"ياربي دقيقه يمه بشويش عليا ، الميزانيه يادوبككك اصبروو
BTS_official
@bts_bighit
 · Jul 18, 2021
#BTS (#방탄소년단) 'BTS MEMORIES OF 2020' DVD PREVIEW SPOT
(https://youtu.be/sec9cb4D-gY)",H
111,"Replying to 
@Golchamine
نقول مبروك ، ووليم حست على دمها واخيرًا 
1",H
112,"عيدي بيسير عيدين
Beyond_LIVE
@Beyond_LIVE
 · Jul 8, 2021
#Beyond_LIVE 
#beyondlive
#beyondlive_nct_resonance_global_wave 
#beyondlive_baekhyun_light 
#VOD #SMent #SMentertainment",H
113,"هادا اكتر شيء كان مسبب لي فضول قبل كم شهر ، ايش وليش وكيف ومتى! الموضوع مرعب مره و واضح انو كل شيء حقيقي ، مايكذب ولا هوا فوتوشوب
هانثل | HANTHL
@u2nd1
 · Jul 11, 2021
يدعي صاحب الحساب بإنه استيقظ داخل مستشفى في اسبانيا فاقد الذاكرة وبدون ما يتذكر وش صار له، ولما استيقظ لاحظ إن المستشفى بدون ممرضين وبدون مرضى وبدون أحد

خرج من المستشفى عشان يتحقق من الأمر ولقى إن ما فيه سيارات تتحرك ولا فيه أحد بالشراع ولا فيه حتى طائر يطير بالهواء
Show this thread",H
114,"Angel⁷
@angehype_
 · Jul 9, 2021
Pls my cousin who are deaf, watch the mv together with me, and when he saw the dance sign, he told me that, ""oh, they told me to dance"". I'm fucking crying y'all.
Show this thread",H
115,"Louis Vuitton
@LouisVuitton
 · Jul 5, 2021
@sunfor_f97, you are invited to watch the #LVMenFW21 show featuring BTS live from Seoul. Tune in on July 7th at 7pm (GMT+9) on Twitter or http://louisvuitton.com

https://twitter.com/i/events/1409927340730183685…",H
116,"جاتني الدعوة
Louis Vuitton
@LouisVuitton
 · Jul 5, 2021
@sunfor_f97, you are invited to watch the #LVMenFW21 show featuring BTS live from Seoul. Tune in on July 7th at 7pm (GMT+9) on Twitter or http://louisvuitton.com

https://twitter.com/i/events/1409927340730183685…
1",H
117,"Replying to 
@exolsilver_
 and 
@weareoneEXO
كاي يوجههم عشان مايتلخبطو بالخطوات او ينسو",H
118,"Replying to 
@wqvz24
وش ذا الاغراء",H
119,"Replying to 
@71iili
فين جميع ماسبق!
1",H
120,الديفيدي واخيرًا وصل اليوم والفوتوكارد طلع لي تاي,H
121,"Replying to 
@71iili
80 
1",H
122,"ما اقول الا ياحظ الي فازو بالبث ، انا من القهر كنت اشوف التسريبات وغفيت غفوة قصيرة ومن القهر حلمت فيهم 
하나미
@hanami1013
 · Aug 9, 2021
 정국씨 매직샵 가이드 남아있는거있어요?
 에에에에?? 뭐라구요??
 매직샵가이드 남아있는거 있어요?
매직샵 가이드요?
없지 않을까요??? 
ㅋㅋㅋㅋㅋㅋㅋ",H
123,"انا مدري ايش دخل الاكسوالز بالموضوع او حتى فرقتنا ، غصب تبغي تثيري الجدل؟ ليت لو تنشغلي بنفسك افضل
'^⁷BTS⁷^'
@TaTasho1995
 · Aug 5, 2021
ويجونك الالز يقولون فرقتنا مب ذكورية ولا عندها فضايح twitter.com/wonhosonlywon/…",H
124,"لأنني احبكم كثيرًا
EXOPASSION
@EXOpassion
 · Aug 5, 2021
210805| بيكهيون من تحديث قناته على اليوتيوب :

بيكهيون: كان يمكنني شِراء كعكة، و لكن لأنني أحِبكم كثيرا، سأحاول صنع واحِدة بِنفسي!",H
125,بنهار دقيقة بلكتني وانا جايبه لها رابط المقابله الحقيقيه بدال التحريف الي منزلتو ! وش ذي البجاحة ياعالم!,H
126,احس اني منهاره ، ثمين مره تشان دايمًا يتذكرنا ، ويحسسنا ب قد ايش احنا محظوظين فيه,H
127,ابكييي من تشان حبيبي ، احلى هديه والله,H
128,احلى لون بشرة,H
129,انستا وتويتر وكل مكان يطلعو بوجهي وشُفتهم وعرفت كل شيء خلاص,H
130,"حزينه لأن الديفيدي وصل للكوريات وعلى طول سربوه وانحرق عليا ، انا حتى شحن ما انشحن لسه
1",H
131,"Replying to 
@71iili
GIF
ALT",H
132,مو الطف منك وربي,H
133,"قبل كم اسبوع كنت ادور احد ابادل معاه فوتوكارد شيو الين ماتعبت وخليت صاحبتي تدور لي ، ولقيت وحده لطيفه تبادلني فيه ، واليوم وصلني فوتوكارد سيهون ، شاكره جدًا لألطف اكسوال @bbhe73
1",H
134,"خير!! معليش الفيلايف افضل من الويفيرس بمليون مره
MOVED
@luvntete
 · Aug 2, 2021
بحلول 2022 خدمات الفيلايف بتتوقف وما بيكون في شي اسمه فيلايف ابدًا وبيتواصلون الفنانين مع معجبينهم عن طريق الويفيرس بحيث بيكون في خاصية للبثوث في الويفيرس 
Show this thread",H
135,"مدلعنا
SUGA & J-HOPE 솝 SOPE⁷
@SUPOP_BTS
 · Aug 3, 2021
hobi on weverse the past 2 months ♡",H
136,"الاس ام بدون اكسو تطيح ، هما العامود الي تستند عليه كل ماطفرت
EXOLSILVER
@exolsilver_
 · Jul 26, 2021
أرتفعت أسهم شركة SM Entertainment بنسبة 1.10% بشكل ملحوظ عُقب اخبار صدور البوم كيونغسو المنفرد Empathy مساء اليوم في الساعة 6 م بتوقيت كوريا ~
@weareoneEXO
İrem",H
137,يمه دقيقة لازم اخد اللقاح حتى احضر فيلم تشانيول؟؟,H
138,مبسوطه لأني راح احضر فيلم تشان بالسينما واخيرًا.,H
139,"Replying to 
@VOX_Cinemas_KSA
@Layan_sami",H
140,"Han
@YEOLTHEONLY1
 · Jul 24, 2021
Congratulations to EXO for being the only group who has morethan one fandom
Show this thread",H
141,اكتر شيء اثر فيا انو هادا الالبوم اول سولو البوم له ، وبالرغم من كدا ابدًا مانسي ابوه ! ، كلماتها تجنن و واضح انو يغنيها بكل حب وطالعه من قلبه,H
142,اوكيه طلع موضوع الشاشه السوداء بنتفلكس ساير للكل ، ويقولو بعضهم احذفي التطبيق وارجعي حمليه ويارب يشتغل,H
143,بنهار خير نتفلكس معلق؟؟ على اخر كم دقيقه بالحلقة تسير الشاشة سوداء ليش!!!,H
144,"Replying to 
@Candy_joone
فعلًا عيب والله ، المفروض نقعد مبسوطين اسبوع بسبب هادا اليوم بس",H
145,وربي من زمان عن ذا الدلع يامتابيع احس اني مو متعوده مطار وتحديثات ورا بعض,H
146,"يمهههه
방탄소년단
@BTS_twt
 · Sep 18, 2021
다녀오겠습니다
#JIMIN
#꾸기",H
147,"احس اني اشتقت لفقرة ازياء المطار
نوف
@wqvz24
 · Sep 18, 2021
صور لـ BTS و هم في مطار انتشون الدولي متجهين لنيويورك أخيرًا !",H
148,"ببكييي بيد تاي الجواز الدبلوماسي
누나비(NUNA V)
@_nuna_V
 · Sep 18, 2021
[PREVIEW] 210918 ICN 출국
태형아안녕
#태형 #KIMTAEHYUNG #방탄소년단뷔 #BTSV #V #テテ #キムテヒョン @BTS_twt",H
149,"بصيح قهر ، سارت سولد اوت! ليتني طالبتها من اول ودافعه سعر الشحن ومفتكه بدال ما انتظر 
.
@sunfor_f97
 · Sep 10, 2021
بنات في احد حابب يطلب الارمي بومب الاصليه معايا ، ونتقاسم سعر الشحن مع بعض؟
1",H
150,"بنات في احد حابب يطلب الارمي بومب الاصليه معايا ، ونتقاسم سعر الشحن مع بعض؟
1
5
2",H
151,"ببكيييي 
방탄소년단
@BTS_twt
 · Sep 10, 2021
#JIMIN",H
152,ابغه هادا الفوتوكارد تكفون,H
153,"Replying to 
@hx_fi9
1",H
154,"Replying to 
@asiaholc
اتفق وبقوة طبعًا",H
155,"فلوسي جاهزه ليول
BabyYeol♪
@ARAB_CHANYEOL
 · Sep 7, 2021
210907 | عاد فيلم The BOX مع ""الصندوق المثالي"" سيتم إصدار صندوق DVD للفيلم قريبًا، وسيتم إضافة محتويات متنوعة، وكيفية الطلب المسبق 

: https://instagram.com/p/CTg7yxTtTE8/?utm_source=ig_web_copy_link…

_W❀",H
156,"ميلاد صاحبتي قرّب واحترت ايش اجيب لها !
2",H
157,يمه دقيقتين وتبدأ محاضرتي وانا قاعده هنا افرفر بالتويتر ، ايش ذا الاستهتار!,H
158,"Replying to 
@ATEEZofficial",H
159,"Replying to 
@asiaholc
من يوم مادخلت تشايون هادا البرنامج وهما غصب يدورو اي عيب فيها ، مسكينه ماتدري تلاقيها من فين ولا فين
4",H
160,"اختي الي صورتني وقالت نزليها واكتبي عشانك ياتشانيول اتعنى ، بس طبعًا مانزلتها الا دوبي
.
@sunfor_f97
 · Aug 29, 2021
بنفس هادا التاريخ ٢٩ ، كنت بالقطار رايحة لجدة يوم واحد بس وراجعه اليوم الي بعدو ، بس عشان اشوف فيلم تشان ، كان يوم مرهق مره وبنفس الوقت ممتع ، واختي الي بالرغم من انها ماتحب الكوريين ولكن جات وحجزت معايا بس عشان ما اكون لوحدي ، محظوظه انا فيها مره",H
161,"بنفس هادا التاريخ ٢٩ ، كنت بالقطار رايحة لجدة يوم واحد بس وراجعه اليوم الي بعدو ، بس عشان اشوف فيلم تشان ، كان يوم مرهق مره وبنفس الوقت ممتع ، واختي الي بالرغم من انها ماتحب الكوريين ولكن جات وحجزت معايا بس عشان ما اكون لوحدي ، محظوظه انا فيها مره
1",H
162,"Replying to 
@EXOpassion
 and 
@weareoneEXO
وهذا الأهم بالنسبة لنا ، انو يقضي ايامو بسعادة",H
163,اكتر شيء نفسي فيلو و ودي اطلبو اليوم قبل بكرة ، بس كل ما اتذكر انو هادا سعرو بدون الشحن اقول أّجل الموضوع للشهر الجاي ويارب مايخلصوه الفانز عليا,H
164,"توي اتذكر انو انا اساسًا فقيرة جدول بالجامعه ماعندي الا اربعه مواد و ٩ ساعات بس ولازم الاحق ورا مرشدتي عشان تضيف لي ، ياراسي اكل هم ايش ولا ايش؟
.
@sunfor_f97
 · Aug 27, 2021
بنهار كل ما اتذكر كمية الاشياء المتعلقه بالكيبوب الي نفسي فيها ولازم اطلبها ذا الشهر ، بس انا لازم اوفر حتى اشتري اغراض الجامعه، ليتني مليونيره واشتري بدون ما افكر",H
165,"بنهار كل ما اتذكر كمية الاشياء المتعلقه بالكيبوب الي نفسي فيها ولازم اطلبها ذا الشهر ، بس انا لازم اوفر حتى اشتري اغراض الجامعه، ليتني مليونيره واشتري بدون ما افكر
1",H
166,"Replying to 
@Moon_Support11
رمادي ، بس لمن يحطو عليه الاضاءة يتغير على حسب كل اضاءة",H
167,"Replying to 
@Haan2205
فعلًا احساسك بمحلو  ، احنا بس شُفنا البروفة وانهرنا ، ف كيف بكرا وقت الكونسرت؟ الله يستر 
1",H
168,"Replying to 
@Sajiminie13
وربي شادين حيلهم مره ب تقفيل الروابط ، بكل مره مامداني اشوف اداء كامل الا ويقفل واجلس الفلف لوقت طويل الين ما الاقي بث وبالنهايه تطلع الجودة سيئة ، ف قررت اشتري التذكرة لأنو ماودي هادا الكونسرت خصوصًا يفوتني
1",H
169,بكرا لو جيتكم منهارة انتو تعرفو السبب بنات,H
170,"شكرًا لأختي ، لأنها خرجتني عشان تفتح نفسيتي للأختبار 
1
2",H
171,"يمهه احس اني اشوف كاي الروكيز
EXOLSILVER
@exolsilver_
 · Oct 19, 2021
كاي من محادثة المعجبين:

""شعري طويل للغاية، اليس كذلك؟ غارق في العرق ㅋㅋㅋ""
@weareoneEXO 
Irem",H
172,اكره يوم الثلوث غثيث وكريه وطويل,H
173,حسبي الله ذا الترم والدكاترة كلهم ضدي انا متأكدة ، ولا مو معقوله انو حظي سيء لهادي الدرجة يعني!,H
174,"المحظوظين
딜라잇 - LOEY
@delightcy_
 · Oct 19, 2021
Special Curtain Call Day for <A Song of Meissa>
10.22 (Fri) ~ 10.24 (Sun)

Audiences can take photos and videos without flashes during curtain call!

We will have lots of Chanyeol pictures during these 3 days ",H
175,"يادكتووور امزح ممكن تعيد الشرح وربي بركز تكفى عيد ، ندمت وربي شكلو الجزئية مهمه وجايه ب الاختبار 
1",H
176,"Replying to 
@71iili
عشان اللحن حق الاغنيه حزين ، لو يتركب على اي شيء غصب تصيحي من الحزن
1",H
177,دحين قاعد يشرح الدكتور ويعنني انا زعلانه ماني منتبهه للشرح ولا ابغه اشارك وبالنهايه باكلها على وجهي ف الاختبار ، وربي حركات بزارين,H
